emp_length,homeownership,annual_income,verified_income,debt_to_income,credit_checks,total_credit_limit,total_credit_utilized,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,grade,issue_month
10,MORTGAGE,50000,Verified,15.1,3,243357,117095,1,debt_consolidation,12000,60,13.58,C,Mar-18
10,OWN,600000,Verified,12.56,4,1479694,231440,0,major_purchase,9000,36,5.31,A,Mar-18
10,MORTGAGE,100000,Source Verified,12.38,2,56772,33495,0,credit_card,40000,36,10.91,B,Jan-18
7,MORTGAGE,146000,Not Verified,23.17,3,538973,80475,0,credit_card,25000,36,6.07,A,Mar-18
5,RENT,90000,Source Verified,7.15,0,47442,24302,0,debt_consolidation,3000,36,11.98,B,Mar-18
2,MORTGAGE,65000,Verified,10.57,3,303352,32997,0,other,40000,60,9.44,B,Feb-18
10,RENT,47000,Not Verified,22.01,1,104755,84646,0,medical,12000,60,15.05,C,Jan-18
5,MORTGAGE,96000,Not Verified,33.16,2,311435,119846,0,credit_card,40000,36,7.34,A,Mar-18
0,MORTGAGE,65000,Not Verified,21.92,1,81208,47512,0,debt_consolidation,6000,36,10.41,B,Mar-18
10,MORTGAGE,55000,Not Verified,22.25,1,302976,25730,0,debt_consolidation,28000,36,13.58,C,Mar-18
NA,RENT,29000,Source Verified,10.84,0,11900,8133,1,credit_card,14000,36,9.43,B,Feb-18
10,MORTGAGE,49000,Not Verified,22.61,0,157020,21547,0,debt_consolidation,26400,60,11.98,B,Mar-18
0,OWN,55000,Source Verified,22.17,1,49125,30432,0,credit_card,25000,36,15.04,C,Mar-18
10,MORTGAGE,240000,Source Verified,17.48,5,692921,107267,0,major_purchase,30000,36,12.62,C,Jan-18
4,MORTGAGE,80000,Verified,15.51,3,362632,59173,0,debt_consolidation,12000,36,7.96,A,Mar-18
10,RENT,75000,Not Verified,14.29,5,42810,33907,0,debt_consolidation,9800,36,15.05,C,Feb-18
10,RENT,55000,Not Verified,10.78,2,35542,17751,0,credit_card,15000,36,7.97,A,Feb-18
4,MORTGAGE,35000,Source Verified,8.98,2,232600,17474,0,other,3025,36,9.43,B,Mar-18
1,OWN,55000,Not Verified,6.13,3,18900,6600,1,debt_consolidation,2500,36,11.99,B,Feb-18
10,OWN,95543,Source Verified,8.16,2,340923,19323,0,home_improvement,36000,36,6.08,A,Jan-18
3,OWN,50000,Source Verified,13.58,2,50737,19585,0,credit_card,24000,36,11.99,B,Jan-18
4,RENT,54500,Verified,27.35,3,130406,98658,1,debt_consolidation,24000,60,18.45,D,Mar-18
1,OWN,55000,Not Verified,10.87,8,19129,9323,0,debt_consolidation,5000,36,11.98,B,Mar-18
10,RENT,60000,Source Verified,19.56,2,45504,39285,0,credit_card,9600,36,21.85,D,Feb-18
3,RENT,48000,Source Verified,26.11,18,60286,32991,0,car,4800,36,10.42,B,Feb-18
10,MORTGAGE,151000,Verified,18.54,7,463535,80579,0,home_improvement,20000,60,17.09,D,Feb-18
0,RENT,40000,Not Verified,16.47,1,27567,11141,0,credit_card,3000,36,9.92,B,Mar-18
10,RENT,120000,Not Verified,7.5,0,38110,21147,0,credit_card,29000,36,10.42,B,Jan-18
2,MORTGAGE,75000,Source Verified,18.42,0,57830,20372,1,home_improvement,3000,36,9.93,B,Feb-18
NA,MORTGAGE,17000,Verified,30.44,1,45543,45207,0,home_improvement,2700,36,12.62,C,Jan-18
5,RENT,127000,Source Verified,5.61,0,28300,16180,0,debt_consolidation,16000,36,13.59,C,Jan-18
3,MORTGAGE,135000,Not Verified,21.19,2,250755,104859,0,small_business,13000,36,11.99,B,Jan-18
10,MORTGAGE,138000,Not Verified,25.07,0,553300,72845,0,home_improvement,14400,36,11.99,B,Jan-18
5,RENT,90000,Verified,26.8,8,122065,66249,0,credit_card,8000,36,16.02,C,Jan-18
3,RENT,105000,Not Verified,24.52,1,147207,49947,0,debt_consolidation,25000,36,6.72,A,Feb-18
5,OWN,100000,Not Verified,26.69,1,95024,51356,0,debt_consolidation,28000,36,18.06,D,Feb-18
7,RENT,90000,Not Verified,13.19,0,34580,22071,0,home_improvement,3000,36,9.43,B,Feb-18
9,RENT,40000,Verified,21.18,0,28025,18739,0,debt_consolidation,24000,60,25.82,E,Jan-18
7,MORTGAGE,68000,Not Verified,24.96,6,663710,65285,1,home_improvement,24000,36,6.71,A,Mar-18
NA,MORTGAGE,75000,Not Verified,13.34,2,276435,31810,0,credit_card,20000,36,5.32,A,Jan-18
NA,OWN,3000,Verified,64.4,0,26400,6829,0,debt_consolidation,7000,36,7.97,A,Jan-18
8,OWN,120000,Not Verified,5.31,0,378092,17124,0,debt_consolidation,12000,36,9.44,B,Jan-18
2,OWN,45000,Source Verified,15.95,4,143769,159569,0,other,11200,36,12.62,C,Feb-18
2,MORTGAGE,68000,Source Verified,24.44,0,198408,57154,0,other,38400,36,7.34,A,Feb-18
10,MORTGAGE,60000,Verified,4.42,5,16400,6009,0,debt_consolidation,18000,36,10.42,B,Jan-18
0,RENT,15984,Source Verified,27.7,1,22676,3759,0,debt_consolidation,2000,36,14.07,C,Mar-18
10,MORTGAGE,67000,Source Verified,21.87,3,146318,39615,0,vacation,13000,36,13.58,C,Mar-18
NA,OWN,30000,Not Verified,10.96,2,17100,9041,1,credit_card,8000,36,9.44,B,Feb-18
2,RENT,54000,Verified,20.38,6,78604,45180,0,other,17000,36,14.08,C,Feb-18
9,MORTGAGE,90000,Source Verified,20.59,0,64474,35687,0,debt_consolidation,40000,60,16.01,C,Mar-18
9,RENT,25000,Not Verified,2.4,2,1500,303,0,moving,1000,36,22.9,E,Mar-18
7,RENT,72000,Not Verified,16.17,0,48191,28922,0,debt_consolidation,6800,36,17.09,D,Feb-18
1,RENT,67000,Source Verified,35.03,6,101841,75067,1,credit_card,35000,60,16.01,C,Feb-18
9,MORTGAGE,80000,Not Verified,9.58,1,110801,100850,0,credit_card,24000,36,10.91,B,Mar-18
10,RENT,75000,Source Verified,20.43,14,103351,88424,0,debt_consolidation,15000,36,16.01,C,Feb-18
10,MORTGAGE,130000,Not Verified,13.61,0,430540,54539,0,credit_card,5000,36,6.72,A,Jan-18
10,RENT,87040,Source Verified,13.68,4,74623,53481,1,other,25000,60,15.04,C,Mar-18
0,RENT,140000,Source Verified,19.21,1,126492,54449,0,debt_consolidation,25000,36,14.08,C,Jan-18
10,MORTGAGE,51000,Verified,33.6,3,329516,57989,1,debt_consolidation,15400,36,17.09,D,Feb-18
2,RENT,162000,Source Verified,2.75,2,43145,18588,0,debt_consolidation,40000,36,9.44,B,Jan-18
6,OWN,80000,Source Verified,6.84,0,193672,13334,0,major_purchase,10000,60,14.07,C,Mar-18
9,RENT,125000,Source Verified,15.01,3,76695,50957,0,debt_consolidation,20250,36,16.02,C,Jan-18
6,MORTGAGE,75000,Source Verified,18.62,1,356854,35679,0,other,12000,36,5.31,A,Mar-18
10,MORTGAGE,183000,Not Verified,18.71,3,465105,121966,0,debt_consolidation,7200,36,6.72,A,Feb-18
0,MORTGAGE,43000,Not Verified,11.06,1,177639,14909,0,credit_card,10000,36,5.32,A,Jan-18
1,RENT,55000,Not Verified,14.31,0,43452,22009,0,credit_card,15000,60,9.93,B,Jan-18
3,MORTGAGE,105000,Not Verified,17.05,1,312983,71163,0,other,10000,36,9.93,B,Jan-18
2,MORTGAGE,80000,Verified,13.89,5,252659,48364,0,home_improvement,11000,60,13.59,C,Feb-18
4,MORTGAGE,5235,Source Verified,19.5,3,18300,1900,0,debt_consolidation,3000,36,10.9,B,Feb-18
5,MORTGAGE,115000,Verified,15.4,6,614521,191053,1,debt_consolidation,25000,60,13.59,C,Jan-18
0,RENT,50000,Not Verified,11.93,0,40900,35904,0,credit_card,7000,36,6.72,A,Feb-18
10,MORTGAGE,80000,Not Verified,17.7,0,540881,50552,0,debt_consolidation,6050,36,10.42,B,Jan-18
3,RENT,60000,Not Verified,16.5,0,59336,39642,0,other,10000,36,14.07,C,Mar-18
10,RENT,130000,Source Verified,31.27,14,239534,181815,0,credit_card,30000,36,16.02,C,Feb-18
1,RENT,70000,Source Verified,29.64,3,103715,56057,0,debt_consolidation,4000,36,15.05,C,Jan-18
10,RENT,72672,Source Verified,17.67,3,126908,81236,0,debt_consolidation,5500,36,18.45,D,Mar-18
10,MORTGAGE,52000,Verified,27.21,4,379695,36417,0,credit_card,6975,36,13.59,C,Feb-18
10,RENT,56000,Source Verified,20.47,0,288872,57774,0,debt_consolidation,10000,60,16.01,C,Mar-18
2,RENT,107000,Not Verified,13.29,0,71300,39880,1,debt_consolidation,20000,60,15.04,C,Mar-18
10,RENT,61582,Not Verified,28.97,6,112075,74908,0,moving,15000,60,19.03,D,Jan-18
10,MORTGAGE,105000,Source Verified,3.46,0,282100,920,0,other,40000,60,7.35,A,Feb-18
10,MORTGAGE,130000,Not Verified,5.47,0,235777,15108,2,other,10000,36,9.43,B,Mar-18
10,RENT,54200,Not Verified,26.71,0,132802,69578,0,credit_card,13500,36,7.97,A,Jan-18
2,MORTGAGE,90000,Verified,17.41,3,88768,32763,0,home_improvement,10000,60,20.39,D,Mar-18
1,RENT,95000,Source Verified,1.12,1,37200,5893,0,debt_consolidation,40000,60,10.42,B,Jan-18
2,RENT,115200,Source Verified,10.37,11,168959,51843,0,credit_card,20000,36,7.97,A,Jan-18
NA,MORTGAGE,48000,Verified,15.62,0,190201,23562,0,debt_consolidation,10000,60,7.34,A,Feb-18
0,RENT,54500,Source Verified,32.44,0,110574,75221,0,other,15000,60,11.98,B,Mar-18
10,OWN,82000,Not Verified,21.12,0,65191,27398,0,credit_card,8000,36,12.62,C,Feb-18
1,MORTGAGE,39000,Source Verified,33.83,6,62823,50217,1,credit_card,7000,36,15.05,C,Feb-18
3,RENT,80000,Source Verified,6.41,1,41072,41012,0,major_purchase,9000,36,10.91,B,Jan-18
5,MORTGAGE,94000,Not Verified,22.94,8,129448,102118,1,debt_consolidation,22000,60,11.99,B,Feb-18
8,RENT,45000,Not Verified,35.68,2,106434,38711,0,debt_consolidation,15500,36,9.44,B,Jan-18
1,RENT,50000,Source Verified,12.62,2,36245,16875,0,debt_consolidation,9500,36,9.92,B,Mar-18
10,RENT,54000,Verified,22.67,9,89740,39727,1,debt_consolidation,10000,36,19.42,D,Mar-18
10,OWN,120000,Source Verified,13.49,0,599200,54112,0,debt_consolidation,10000,60,12.62,C,Feb-18
10,RENT,48000,Not Verified,24.55,4,40762,28351,0,debt_consolidation,4000,36,14.07,C,Feb-18
5,MORTGAGE,190000,Not Verified,14.5,3,743110,474448,1,debt_consolidation,24300,36,14.08,C,Feb-18
10,OWN,85000,Source Verified,24.13,0,101441,55870,0,credit_card,35000,36,12.61,C,Mar-18
0,OWN,65000,Not Verified,15.99,1,146978,161097,0,debt_consolidation,10000,36,9.93,B,Feb-18
10,MORTGAGE,119000,Source Verified,30.51,0,254266,89167,0,debt_consolidation,30000,60,26.3,E,Feb-18
6,MORTGAGE,45000,Source Verified,4.27,1,267000,4444,1,debt_consolidation,12000,60,13.59,C,Feb-18
10,MORTGAGE,90000,Source Verified,10.57,0,510786,33941,0,credit_card,17000,36,9.93,B,Feb-18
8,MORTGAGE,101000,Not Verified,16.27,5,409925,28755,0,credit_card,10000,36,5.31,A,Mar-18
3,RENT,75000,Not Verified,3.63,1,34800,14992,0,debt_consolidation,10000,36,6.71,A,Mar-18
3,MORTGAGE,35000,Source Verified,34.4,2,310802,84695,0,debt_consolidation,5800,36,14.08,C,Feb-18
2,MORTGAGE,95000,Source Verified,7.6,3,50256,8865,1,major_purchase,35000,36,9.92,B,Mar-18
10,OWN,40000,Source Verified,46.5,2,280020,56939,0,credit_card,13500,60,9.44,B,Jan-18
NA,OWN,100000,Not Verified,20.82,2,178720,20834,0,debt_consolidation,20000,36,9.93,B,Jan-18
10,RENT,100000,Not Verified,6.8,10,104390,83100,0,major_purchase,7000,36,10.42,B,Jan-18
10,MORTGAGE,108367,Not Verified,37.01,4,372250,81345,0,home_improvement,12000,36,14.08,C,Feb-18
NA,MORTGAGE,25000,Verified,47.91,3,251634,44538,0,debt_consolidation,17275,36,7.35,A,Jan-18
4,RENT,78000,Source Verified,3.43,1,43200,4077,0,home_improvement,35000,60,17.09,D,Feb-18
10,MORTGAGE,48000,Source Verified,34.53,5,136430,11777,0,debt_consolidation,3000,36,19.03,D,Jan-18
NA,RENT,16752,Not Verified,25.93,0,17100,12228,0,debt_consolidation,10000,36,19.42,D,Mar-18
10,MORTGAGE,175000,Source Verified,15.87,3,446497,85401,0,debt_consolidation,40000,60,9.93,B,Jan-18
NA,RENT,18348,Not Verified,24.07,0,64768,65759,0,other,2000,36,10.42,B,Jan-18
2,MORTGAGE,90000,Source Verified,19.53,0,89842,51161,0,debt_consolidation,33600,60,13.59,C,Jan-18
4,RENT,36000,Source Verified,30.61,0,95580,39857,0,moving,3000,36,7.35,A,Jan-18
2,RENT,103000,Not Verified,18.93,1,90469,74180,0,vacation,8000,36,16.01,C,Mar-18
5,RENT,45000,Source Verified,22.6,1,71212,68588,0,debt_consolidation,8000,36,11.99,B,Feb-18
10,RENT,60000,Not Verified,35.58,0,91116,26277,0,debt_consolidation,3500,36,7.34,A,Mar-18
NA,OWN,50000,Source Verified,0.6,0,10300,1004,0,debt_consolidation,15000,60,15.05,C,Feb-18
NA,OWN,24000,Not Verified,19.8,0,26900,15622,0,debt_consolidation,15000,36,14.08,C,Jan-18
10,MORTGAGE,97000,Source Verified,1.99,7,270348,9694,0,credit_card,22000,36,7.35,A,Jan-18
10,RENT,58734,Verified,23.29,1,67546,32066,1,credit_card,13000,36,11.98,B,Mar-18
10,MORTGAGE,102000,Source Verified,29.02,1,295165,85260,0,home_improvement,25000,60,11.98,B,Feb-18
5,MORTGAGE,79000,Source Verified,20.34,5,461857,61884,0,debt_consolidation,22000,60,7.35,A,Jan-18
6,MORTGAGE,35000,Not Verified,45.75,0,75784,60795,0,debt_consolidation,15000,36,12.62,C,Feb-18
1,RENT,32028,Source Verified,20.27,0,23798,13045,0,debt_consolidation,20000,60,14.07,C,Feb-18
2,RENT,74000,Source Verified,9.76,0,102204,105306,0,small_business,24000,36,17.47,D,Mar-18
3,MORTGAGE,92000,Not Verified,16.51,1,238600,36464,0,car,12000,36,6.07,A,Mar-18
10,MORTGAGE,25000,Verified,81.61,1,195921,140472,0,debt_consolidation,16000,60,19.03,D,Jan-18
10,MORTGAGE,53000,Verified,49.32,1,319536,154365,0,credit_card,16000,60,9.43,B,Mar-18
4,MORTGAGE,42000,Source Verified,8.31,10,113051,7685,1,debt_consolidation,6000,36,13.59,C,Jan-18
9,RENT,64000,Source Verified,13.33,1,61983,26335,0,other,10000,36,7.96,A,Mar-18
3,MORTGAGE,62339,Verified,48.96,1,296471,82020,0,debt_consolidation,20000,36,12.62,C,Feb-18
10,MORTGAGE,67000,Source Verified,15.57,8,288456,20795,0,major_purchase,13500,36,7.96,A,Mar-18
6,RENT,22000,Verified,21.28,3,32100,9283,0,credit_card,6000,36,15.04,C,Mar-18
10,MORTGAGE,32000,Not Verified,18.75,0,330704,17932,0,debt_consolidation,18550,60,11.98,B,Mar-18
NA,MORTGAGE,36000,Verified,29.73,1,108527,17040,0,credit_card,16000,60,23.88,E,Jan-18
10,OWN,98000,Source Verified,24.96,0,91357,78671,0,credit_card,20000,36,18.06,D,Jan-18
0,MORTGAGE,58500,Verified,30.09,2,49234,23214,0,debt_consolidation,30000,36,21.45,D,Jan-18
3,MORTGAGE,90000,Verified,21.09,2,512932,39416,0,home_improvement,31700,60,10.9,B,Mar-18
3,RENT,88000,Source Verified,34.59,0,121217,87011,0,major_purchase,11200,60,14.08,C,Feb-18
10,RENT,70000,Not Verified,22.15,1,67127,30738,0,major_purchase,12000,36,16.02,C,Jan-18
0,RENT,104000,Not Verified,26.03,2,399441,44606,0,debt_consolidation,17000,36,7.35,A,Feb-18
10,RENT,96000,Not Verified,4.43,1,70893,33322,0,debt_consolidation,11000,36,6.08,A,Feb-18
6,RENT,55000,Not Verified,34.82,0,78620,64065,0,credit_card,9000,36,20,D,Jan-18
0,RENT,45000,Source Verified,20.89,0,68100,53631,0,debt_consolidation,19000,36,9.43,B,Mar-18
2,MORTGAGE,61000,Verified,36.28,8,261138,66175,1,debt_consolidation,8000,36,17.47,D,Mar-18
10,MORTGAGE,112000,Not Verified,13.98,3,124881,34799,0,debt_consolidation,26500,60,9.43,B,Feb-18
2,RENT,21000,Not Verified,45.37,1,34635,21473,0,debt_consolidation,25000,60,26.77,E,Mar-18
0,MORTGAGE,85000,Not Verified,8.32,3,88742,23599,0,credit_card,14000,36,7.97,A,Jan-18
3,MORTGAGE,65000,Not Verified,14.09,0,98978,16403,0,debt_consolidation,5000,36,15.05,C,Jan-18
NA,OWN,15380,Verified,4.53,0,2000,1961,0,medical,2100,36,15.04,C,Mar-18
10,MORTGAGE,44000,Not Verified,34.21,1,111092,41962,1,home_improvement,10000,36,11.99,B,Feb-18
4,MORTGAGE,124500,Verified,24.2,1,635668,92579,0,debt_consolidation,33600,36,9.93,B,Feb-18
10,MORTGAGE,100000,Not Verified,3.23,0,253475,12302,0,credit_card,14400,36,6.72,A,Jan-18
10,MORTGAGE,65000,Not Verified,10.34,0,38843,3335,0,debt_consolidation,10000,60,9.44,B,Feb-18
10,OWN,59000,Source Verified,5.84,4,477400,3130,0,credit_card,5000,36,6.08,A,Jan-18
NA,RENT,44050,Not Verified,17.96,4,31980,10080,1,debt_consolidation,3000,36,19.03,D,Jan-18
4,RENT,39600,Source Verified,4.55,0,4000,3969,0,major_purchase,4800,36,14.07,C,Mar-18
10,MORTGAGE,64000,Verified,26.5,3,322372,49559,0,debt_consolidation,22400,36,10.91,B,Jan-18
0,MORTGAGE,90000,Verified,27.99,1,394124,87856,0,credit_card,35000,60,15.04,C,Mar-18
1,RENT,42000,Not Verified,21.09,0,54355,27511,0,credit_card,10000,36,7.97,A,Jan-18
3,RENT,63000,Not Verified,19.71,2,48347,35991,0,credit_card,9600,36,14.08,C,Jan-18
10,MORTGAGE,116000,Verified,28.46,2,255145,50350,0,credit_card,14000,60,10.91,B,Feb-18
8,OWN,61000,Source Verified,18.16,0,51494,37337,0,credit_card,6000,36,10.91,B,Jan-18
10,MORTGAGE,71000,Not Verified,8.76,3,318666,23780,1,debt_consolidation,6000,36,9.43,B,Mar-18
NA,MORTGAGE,58000,Not Verified,13.14,4,237699,17588,0,debt_consolidation,12000,36,9.92,B,Mar-18
NA,RENT,20000,Verified,14.65,10,19700,2191,1,debt_consolidation,4200,36,10.91,B,Feb-18
2,RENT,187116,Verified,13.85,0,105538,77541,0,debt_consolidation,25000,36,21.45,D,Feb-18
3,RENT,128000,Not Verified,15.45,2,84059,60778,0,credit_card,16000,60,13.59,C,Feb-18
1,RENT,63000,Source Verified,13.47,0,55472,39664,1,credit_card,5000,36,6.71,A,Mar-18
4,RENT,90000,Source Verified,15.27,0,80384,53209,0,debt_consolidation,36000,36,6.71,A,Mar-18
5,OWN,60000,Source Verified,14,3,46151,19872,0,debt_consolidation,16000,36,9.93,B,Jan-18
NA,MORTGAGE,20076,Verified,39.45,0,237326,37664,0,debt_consolidation,22400,60,9.92,B,Mar-18
8,MORTGAGE,42433,Source Verified,16.97,2,98567,32051,0,debt_consolidation,13000,60,11.98,B,Mar-18
NA,OWN,50000,Not Verified,1.97,0,7800,2244,0,credit_card,15000,60,21.45,D,Jan-18
10,MORTGAGE,85000,Not Verified,22.2,1,583646,71578,0,debt_consolidation,40000,60,9.93,B,Feb-18
1,RENT,65000,Source Verified,36.93,6,153155,121612,1,debt_consolidation,17000,36,10.42,B,Jan-18
10,MORTGAGE,80000,Verified,20.84,3,89163,46441,0,debt_consolidation,35000,60,29.69,F,Jan-18
2,RENT,35000,Source Verified,26.58,1,36114,17532,0,debt_consolidation,10000,36,6.08,A,Feb-18
NA,RENT,23077,Verified,35.99,0,33304,22663,1,debt_consolidation,16000,36,18.06,D,Feb-18
10,MORTGAGE,110000,Not Verified,15.44,2,366949,38735,0,debt_consolidation,20000,36,9.92,B,Mar-18
10,RENT,75000,Not Verified,9.89,0,35500,13532,0,debt_consolidation,15000,36,10.91,B,Feb-18
10,RENT,120000,Not Verified,7.08,0,50432,37647,0,debt_consolidation,12600,36,10.91,B,Jan-18
4,RENT,22800,Source Verified,20.68,0,11500,8130,0,medical,10000,36,15.04,C,Mar-18
3,MORTGAGE,90000,Not Verified,9.75,4,78587,65781,0,other,1200,36,7.96,A,Mar-18
10,RENT,32000,Not Verified,43.96,2,415244,16750,0,debt_consolidation,13000,36,5.31,A,Mar-18
10,MORTGAGE,70500,Source Verified,11.31,4,334672,16893,1,debt_consolidation,24000,60,19.42,D,Mar-18
10,OWN,80000,Not Verified,27.32,2,125219,56673,0,credit_card,16000,60,10.42,B,Feb-18
6,OWN,45000,Not Verified,16.51,2,131838,38274,0,home_improvement,6000,36,13.59,C,Jan-18
NA,OWN,20800,Not Verified,29.65,0,47800,18181,0,debt_consolidation,14450,36,15.05,C,Feb-18
NA,OWN,30000,Verified,43.6,1,78351,40344,0,other,1600,36,13.58,C,Mar-18
10,MORTGAGE,90000,Source Verified,1.09,2,154200,3679,0,home_improvement,40000,60,9.43,B,Feb-18
9,MORTGAGE,71104,Source Verified,14.08,1,314197,24553,0,credit_card,8000,36,5.32,A,Jan-18
10,RENT,65000,Source Verified,20.85,1,404718,36148,0,other,5000,36,9.93,B,Jan-18
5,MORTGAGE,63500,Verified,37.35,0,279086,120639,0,home_improvement,31000,60,11.98,B,Mar-18
3,RENT,35000,Verified,24.31,2,45100,24084,0,debt_consolidation,12000,60,17.47,D,Mar-18
9,RENT,130000,Verified,27.19,2,171469,103463,0,credit_card,17000,36,12.62,C,Jan-18
3,MORTGAGE,30800,Verified,18.51,3,195996,36987,0,credit_card,18000,60,10.42,B,Jan-18
2,MORTGAGE,60000,Source Verified,38.46,1,282918,52880,0,debt_consolidation,25000,36,9.43,B,Feb-18
3,RENT,75000,Not Verified,23.04,0,79573,26807,1,debt_consolidation,25000,36,10.9,B,Mar-18
2,MORTGAGE,75000,Not Verified,26.19,1,280228,62194,0,credit_card,20000,60,16.02,C,Jan-18
2,RENT,75000,Source Verified,15.18,0,62500,27110,0,credit_card,12000,36,7.97,A,Jan-18
2,MORTGAGE,65000,Not Verified,2.66,2,328100,6471,0,home_improvement,24000,60,7.35,A,Jan-18
1,RENT,65000,Source Verified,22.38,2,55990,35405,0,debt_consolidation,30000,60,15.05,C,Jan-18
9,MORTGAGE,70000,Source Verified,29.13,1,221171,48074,0,debt_consolidation,25000,36,11.99,B,Feb-18
0,MORTGAGE,81800,Source Verified,28.63,9,185920,55245,0,debt_consolidation,40000,36,10.41,B,Mar-18
3,RENT,83000,Not Verified,17.97,1,76644,54562,0,credit_card,10000,36,9.93,B,Jan-18
4,RENT,50000,Not Verified,15.7,0,42736,20049,0,credit_card,16000,36,7.35,A,Jan-18
10,MORTGAGE,148000,Source Verified,28.44,2,330075,266484,0,debt_consolidation,25000,60,7.34,A,Mar-18
10,MORTGAGE,132200,Source Verified,14.39,8,465500,64572,0,debt_consolidation,36000,60,7.96,A,Mar-18
1,RENT,75000,Not Verified,10,3,47764,28879,0,debt_consolidation,9600,36,13.58,C,Feb-18
10,MORTGAGE,40000,Source Verified,11.4,0,107195,9348,0,major_purchase,6000,36,6.07,A,Mar-18
10,RENT,60000,Verified,12.09,2,19428,16184,0,debt_consolidation,20000,36,14.07,C,Mar-18
10,RENT,90000,Not Verified,7.93,0,60644,23517,0,major_purchase,15000,36,6.07,A,Mar-18
6,RENT,52000,Not Verified,26.84,1,66983,23428,0,small_business,15000,36,9.93,B,Jan-18
1,MORTGAGE,82000,Not Verified,19.36,2,454216,43850,0,credit_card,7000,36,12.61,C,Mar-18
5,RENT,40000,Not Verified,13.14,3,59800,9684,0,major_purchase,6000,36,5.32,A,Feb-18
10,RENT,53045,Verified,21.04,2,31928,18087,0,vacation,5000,36,21.85,D,Mar-18
9,MORTGAGE,46236,Verified,32.75,3,36257,29780,1,other,8000,36,16.01,C,Feb-18
1,MORTGAGE,65000,Not Verified,20.97,1,164418,22654,0,debt_consolidation,16000,36,15.04,C,Mar-18
2,MORTGAGE,118500,Not Verified,3.99,0,321090,13774,0,car,5000,36,5.31,A,Feb-18
5,MORTGAGE,140000,Not Verified,23.84,5,389440,239349,0,credit_card,40000,36,7.97,A,Feb-18
3,RENT,94000,Not Verified,26.72,2,190575,122434,0,debt_consolidation,25000,60,12.62,C,Jan-18
8,RENT,40000,Verified,32.79,0,39372,23135,0,debt_consolidation,10000,60,15.04,C,Mar-18
3,RENT,38000,Verified,26.31,2,42861,31660,0,moving,3000,36,21.85,D,Feb-18
5,MORTGAGE,57000,Not Verified,27.48,0,224044,31210,0,debt_consolidation,28000,60,9.43,B,Mar-18
5,MORTGAGE,33500,Not Verified,32.86,2,115494,37184,1,debt_consolidation,10000,36,9.44,B,Jan-18
10,MORTGAGE,50000,Not Verified,16.08,2,201385,23786,1,debt_consolidation,7000,36,6.07,A,Mar-18
10,MORTGAGE,290000,Source Verified,14.08,0,349206,177340,0,debt_consolidation,14975,36,7.96,A,Mar-18
2,OWN,45000,Not Verified,20.39,2,59592,33573,0,major_purchase,10000,36,20,D,Jan-18
10,MORTGAGE,50000,Not Verified,15.2,0,27740,26495,0,credit_card,2200,36,10.42,B,Feb-18
10,MORTGAGE,58756,Verified,29.76,1,100257,47255,1,credit_card,30000,36,19.42,D,Mar-18
5,OWN,70000,Source Verified,9.12,2,50200,25199,0,debt_consolidation,38400,36,7.35,A,Jan-18
NA,OWN,55160.04,Verified,7.7,1,58900,11577,0,other,40000,36,11.98,B,Mar-18
10,MORTGAGE,135000,Verified,9.73,6,82195,52121,0,debt_consolidation,40000,60,13.58,C,Mar-18
2,OWN,33000,Not Verified,27.16,0,41068,34397,0,other,12800,36,20.39,D,Mar-18
